"year","zone","type","ratio"
"2008","S01001831","All","65.5"
"2004","S01001832","Pre 1991",0
"2005","S01001832","Pre 1991",0
"2006","S01001832","Pre 1991",0
"2007","S01001832","Pre 1991",0
"2008","S01001832","Pre 1991",0
"2009","S01001832","Pre 1991",0
"2010","S01001832","Pre 1991",0
"2011","S01001832","Pre 1991",0
"2012","S01001832","Pre 1991",0
"2013","S01001832","Pre 1991",0
"2013","S01001832","All",0
"2009","S01001832","All",0
"2004","S01001832","All",0
"2012","S01001832","All",0
"2005","S01001832","All",0
"2010","S01001832","All",0
"2006","S01001832","All",0
"2014","S01001832","All",0
"2007","S01001832","All",0
"2011","S01001832","All",0
"2008","S01001832","All",0
"2004","S01001833","Pre 1991",0
"2005","S01001833","Pre 1991",0
"2006","S01001833","Pre 1991",0
"2007","S01001833","Pre 1991",0
"2008","S01001833","Pre 1991",0
"2009","S01001833","Pre 1991",0
"2010","S01001833","Pre 1991",0
"2011","S01001833","Pre 1991",0
"2012","S01001833","Pre 1991",0
"2013","S01001833","Pre 1991",0
"2013","S01001833","All","91.1"
"2009","S01001833","All","91.1"
"2004","S01001833","All",0
"2012","S01001833","All","91.1"
"2005","S01001833","All",0
"2010","S01001833","All","91.1"
"2006","S01001833","All",0
"2014","S01001833","All","91.1"
"2007","S01001833","All",0
"2011","S01001833","All","91.1"
"2008","S01001833","All","91.1"
"2004","S01001834","Pre 1991",0
"2005","S01001834","Pre 1991",0
"2006","S01001834","Pre 1991",0
"2007","S01001834","Pre 1991",0
"2008","S01001834","Pre 1991",0
"2009","S01001834","Pre 1991",0
"2010","S01001834","Pre 1991",0
"2011","S01001834","Pre 1991",0
"2012","S01001834","Pre 1991",0
"2013","S01001834","Pre 1991",0
"2013","S01001834","All",0
"2009","S01001834","All",0
"2004","S01001834","All",0
"2012","S01001834","All",0
"2005","S01001834","All",0
"2010","S01001834","All",0
"2006","S01001834","All",0
"2014","S01001834","All",0
"2007","S01001834","All",0
"2011","S01001834","All",0
"2008","S01001834","All",0
"2004","S01001835","Pre 1991",0
"2005","S01001835","Pre 1991",0
"2006","S01001835","Pre 1991",0
"2007","S01001835","Pre 1991",0
"2008","S01001835","Pre 1991",0
"2009","S01001835","Pre 1991",0
"2010","S01001835","Pre 1991",0
"2011","S01001835","Pre 1991",0
"2012","S01001835","Pre 1991","0.6"
"2013","S01001835","Pre 1991",0
"2013","S01001835","All",0
"2009","S01001835","All",0
"2004","S01001835","All",0
"2012","S01001835","All","0.6"
"2005","S01001835","All",0
"2010","S01001835","All",0
"2006","S01001835","All",0
"2014","S01001835","All",0
"2007","S01001835","All",0
"2011","S01001835","All",0
"2008","S01001835","All",0
"2004","S01001836","Pre 1991",0
"2005","S01001836","Pre 1991",0
"2006","S01001836","Pre 1991",0
"2007","S01001836","Pre 1991",0
"2008","S01001836","Pre 1991",0
"2009","S01001836","Pre 1991",0
"2010","S01001836","Pre 1991",0
"2011","S01001836","Pre 1991",0
"2012","S01001836","Pre 1991",0
"2013","S01001836","Pre 1991",0
"2013","S01001836","All",0
"2009","S01001836","All",0
"2004","S01001836","All",0
"2012","S01001836","All",0
"2005","S01001836","All",0
"2010","S01001836","All",0
"2006","S01001836","All",0
"2014","S01001836","All",0
"2007","S01001836","All",0
"2011","S01001836","All",0
"2008","S01001836","All",0
"2004","S01001837","Pre 1991",0
"2005","S01001837","Pre 1991",0
"2006","S01001837","Pre 1991",0
"2007","S01001837","Pre 1991",0
"2008","S01001837","Pre 1991",0
"2009","S01001837","Pre 1991",0
"2010","S01001837","Pre 1991",0
"2011","S01001837","Pre 1991",0
"2012","S01001837","Pre 1991","0.4"
"2013","S01001837","Pre 1991",0
"2013","S01001837","All","45.8"
"2009","S01001837","All","43.8"
"2004","S01001837","All",0
"2012","S01001837","All",44
"2005","S01001837","All",0
"2010","S01001837","All","43.8"
"2006","S01001837","All",0
"2014","S01001837","All","45.8"
"2007","S01001837","All",0
"2011","S01001837","All","43.8"
"2008","S01001837","All","43.8"
"2004","S01001838","Pre 1991","12.8"
"2005","S01001838","Pre 1991",0
"2006","S01001838","Pre 1991",0
"2007","S01001838","Pre 1991",0
"2008","S01001838","Pre 1991",0
"2009","S01001838","Pre 1991",0
"2010","S01001838","Pre 1991",0
"2011","S01001838","Pre 1991",0
"2012","S01001838","Pre 1991",0
"2013","S01001838","Pre 1991",0
"2013","S01001838","All",0
"2009","S01001838","All",0
"2004","S01001838","All","12.8"
"2012","S01001838","All",0
"2005","S01001838","All",0
"2010","S01001838","All",0
"2006","S01001838","All",0
"2014","S01001838","All",0
"2007","S01001838","All",0
"2011","S01001838","All",0
"2008","S01001838","All",0
"2004","S01001839","Pre 1991",0
"2005","S01001839","Pre 1991",0
"2006","S01001839","Pre 1991",0
"2007","S01001839","Pre 1991",0
"2008","S01001839","Pre 1991",0
"2009","S01001839","Pre 1991",0
"2010","S01001839","Pre 1991",0
"2011","S01001839","Pre 1991",0
"2012","S01001839","Pre 1991","5.5"
"2013","S01001839","Pre 1991",0
"2013","S01001839","All",0
"2009","S01001839","All",0
"2004","S01001839","All",0
"2012","S01001839","All","5.5"
"2005","S01001839","All",0
"2010","S01001839","All",0
"2006","S01001839","All",0
"2014","S01001839","All",0
"2007","S01001839","All",0
"2011","S01001839","All",0
"2008","S01001839","All",0
"2004","S01001840","Pre 1991",0
"2005","S01001840","Pre 1991",0
"2006","S01001840","Pre 1991",0
"2007","S01001840","Pre 1991",0
"2008","S01001840","Pre 1991",0
"2009","S01001840","Pre 1991",0
"2010","S01001840","Pre 1991",0
"2011","S01001840","Pre 1991",0
"2012","S01001840","Pre 1991",0
"2013","S01001840","Pre 1991",0
"2013","S01001840","All",0
"2009","S01001840","All","78.7"
"2004","S01001840","All","82.6"
"2012","S01001840","All",0
"2005","S01001840","All","82.6"
"2010","S01001840","All","79.3"
"2006","S01001840","All","81.4"
"2014","S01001840","All",0
"2007","S01001840","All","79.6"
"2011","S01001840","All","79.3"
"2008","S01001840","All","30.7"
"2004","S01001841","Pre 1991",0
"2005","S01001841","Pre 1991",0
"2006","S01001841","Pre 1991",0
"2007","S01001841","Pre 1991",0
"2008","S01001841","Pre 1991",0
"2009","S01001841","Pre 1991",0
"2010","S01001841","Pre 1991",0
"2011","S01001841","Pre 1991",0
"2012","S01001841","Pre 1991",0
"2013","S01001841","Pre 1991",0
"2013","S01001841","All","27.7"
"2009","S01001841","All","28.8"
"2004","S01001841","All",0
"2012","S01001841","All","28.8"
"2005","S01001841","All",0
"2010","S01001841","All","28.8"
"2006","S01001841","All",0
"2014","S01001841","All","27.7"
"2007","S01001841","All",0
"2011","S01001841","All","28.8"
"2008","S01001841","All","28.8"
"2004","S01001842","Pre 1991",0
"2005","S01001842","Pre 1991",0
"2006","S01001842","Pre 1991",0
"2007","S01001842","Pre 1991",0
"2008","S01001842","Pre 1991",0
"2009","S01001842","Pre 1991",0
"2010","S01001842","Pre 1991",0
"2011","S01001842","Pre 1991",0
"2012","S01001842","Pre 1991",0
"2013","S01001842","Pre 1991",0
"2013","S01001842","All",0
"2009","S01001842","All",0
"2004","S01001842","All",0
"2012","S01001842","All",0
"2005","S01001842","All",0
"2010","S01001842","All",0
"2006","S01001842","All",0
"2014","S01001842","All",0
"2007","S01001842","All",0
"2011","S01001842","All",0
"2008","S01001842","All",0
"2004","S01001843","Pre 1991",0
"2005","S01001843","Pre 1991",0
"2006","S01001843","Pre 1991",0
"2007","S01001843","Pre 1991",0
"2008","S01001843","Pre 1991",0
"2009","S01001843","Pre 1991",0
"2010","S01001843","Pre 1991",0
"2011","S01001843","Pre 1991",0
"2012","S01001843","Pre 1991",0
"2013","S01001843","Pre 1991",0
"2013","S01001843","All",100
"2009","S01001843","All",100
"2004","S01001843","All",0
"2012","S01001843","All",100
"2005","S01001843","All",0
"2010","S01001843","All",100
"2006","S01001843","All",0
"2014","S01001843","All",100
"2007","S01001843","All",0
"2011","S01001843","All",100
"2008","S01001843","All",100
"2004","S01001844","Pre 1991",0
"2005","S01001844","Pre 1991",0
"2006","S01001844","Pre 1991",0
"2007","S01001844","Pre 1991",0
"2008","S01001844","Pre 1991",0
"2009","S01001844","Pre 1991",0
"2010","S01001844","Pre 1991",0
"2011","S01001844","Pre 1991",0
"2012","S01001844","Pre 1991","60.2"
"2013","S01001844","Pre 1991",0
"2013","S01001844","All",0
"2009","S01001844","All",0
"2004","S01001844","All","1.1"
"2012","S01001844","All","60.2"
"2005","S01001844","All","1.1"
"2010","S01001844","All",0
"2006","S01001844","All","0.5"
"2014","S01001844","All",0
"2007","S01001844","All","0.5"
"2011","S01001844","All",0
"2008","S01001844","All",0
"2004","S01001845","Pre 1991",0
"2005","S01001845","Pre 1991",0
"2006","S01001845","Pre 1991",0
"2007","S01001845","Pre 1991",0
"2008","S01001845","Pre 1991",0
"2009","S01001845","Pre 1991",0
"2010","S01001845","Pre 1991",0
"2011","S01001845","Pre 1991",0
"2012","S01001845","Pre 1991",0
"2013","S01001845","Pre 1991",0
"2013","S01001845","All",0
"2009","S01001845","All",0
"2004","S01001845","All",0
"2012","S01001845","All",0
"2005","S01001845","All",0
"2010","S01001845","All",0
"2006","S01001845","All",0
"2014","S01001845","All",0
"2007","S01001845","All",0
"2011","S01001845","All",0
"2008","S01001845","All",0
"2004","S01001846","Pre 1991",0
"2005","S01001846","Pre 1991",0
"2006","S01001846","Pre 1991",0
"2007","S01001846","Pre 1991",0
"2008","S01001846","Pre 1991",0
"2009","S01001846","Pre 1991",0
"2010","S01001846","Pre 1991",0
"2011","S01001846","Pre 1991",0
"2012","S01001846","Pre 1991",0
"2013","S01001846","Pre 1991",0
"2013","S01001846","All",0
"2009","S01001846","All",0
"2004","S01001846","All",0
"2012","S01001846","All",0
"2005","S01001846","All",0
"2010","S01001846","All",0
"2006","S01001846","All",0
"2014","S01001846","All",0
"2007","S01001846","All",0
"2011","S01001846","All",0
"2008","S01001846","All",0
"2004","S01001847","Pre 1991",0
"2005","S01001847","Pre 1991",0
"2006","S01001847","Pre 1991",0
"2007","S01001847","Pre 1991",0
"2008","S01001847","Pre 1991",0
"2009","S01001847","Pre 1991",0
"2010","S01001847","Pre 1991",0
"2011","S01001847","Pre 1991",0
"2012","S01001847","Pre 1991","2.6"
"2013","S01001847","Pre 1991",0
"2013","S01001847","All",0
"2009","S01001847","All",0
"2004","S01001847","All",0
"2012","S01001847","All","2.6"
"2005","S01001847","All",0
"2010","S01001847","All",0
"2006","S01001847","All",0
"2014","S01001847","All",0
"2007","S01001847","All",0
"2011","S01001847","All",0
"2008","S01001847","All",0
"2004","S01001848","Pre 1991",0
"2005","S01001848","Pre 1991",0
"2006","S01001848","Pre 1991",0
"2007","S01001848","Pre 1991",0
"2008","S01001848","Pre 1991",0
"2009","S01001848","Pre 1991",0
"2010","S01001848","Pre 1991",0
"2011","S01001848","Pre 1991",0
"2012","S01001848","Pre 1991",0
"2013","S01001848","Pre 1991",0
"2013","S01001848","All",100
"2009","S01001848","All",100
"2004","S01001848","All",0
"2012","S01001848","All",100
"2005","S01001848","All",0
"2010","S01001848","All",100
"2006","S01001848","All",0
"2014","S01001848","All",100
"2007","S01001848","All",0
"2011","S01001848","All",100
"2008","S01001848","All",100
"2004","S01001849","Pre 1991",0
"2005","S01001849","Pre 1991",0
"2006","S01001849","Pre 1991",0
"2007","S01001849","Pre 1991",0
"2008","S01001849","Pre 1991",0
"2009","S01001849","Pre 1991",0
"2010","S01001849","Pre 1991",0
"2011","S01001849","Pre 1991",0
"2012","S01001849","Pre 1991",2
"2013","S01001849","Pre 1991",0
"2013","S01001849","All","21.9"
"2009","S01001849","All","21.9"
"2004","S01001849","All",0
"2012","S01001849","All","23.7"
"2005","S01001849","All",0
"2010","S01001849","All","22.2"
"2006","S01001849","All",0
"2014","S01001849","All","21.9"
"2007","S01001849","All",0
"2011","S01001849","All","22.2"
"2008","S01001849","All","21.9"
"2004","S01001850","Pre 1991",0
"2005","S01001850","Pre 1991",0
"2006","S01001850","Pre 1991",0
"2007","S01001850","Pre 1991",0
"2008","S01001850","Pre 1991",0
"2009","S01001850","Pre 1991",0
"2010","S01001850","Pre 1991",0
"2011","S01001850","Pre 1991",0
"2012","S01001850","Pre 1991",0
"2013","S01001850","Pre 1991",0
"2013","S01001850","All",0
"2009","S01001850","All",0
"2004","S01001850","All",0
"2012","S01001850","All",0
"2005","S01001850","All",0
"2010","S01001850","All",0
"2006","S01001850","All",0
"2014","S01001850","All",0
"2007","S01001850","All",0
"2011","S01001850","All",0
"2008","S01001850","All",0
"2004","S01001851","Pre 1991",0
"2005","S01001851","Pre 1991",0
"2006","S01001851","Pre 1991",0
"2007","S01001851","Pre 1991",0
"2008","S01001851","Pre 1991",0
"2009","S01001851","Pre 1991",0
"2010","S01001851","Pre 1991",0
"2011","S01001851","Pre 1991",0
"2012","S01001851","Pre 1991",0
"2013","S01001851","Pre 1991",0
"2013","S01001851","All",0
"2009","S01001851","All",0
"2004","S01001851","All",0
"2012","S01001851","All",0
"2005","S01001851","All",0
"2010","S01001851","All",0
"2006","S01001851","All",0
"2014","S01001851","All",0
"2007","S01001851","All",0
"2011","S01001851","All",0
"2008","S01001851","All",0
"2004","S01001852","Pre 1991",0
"2005","S01001852","Pre 1991",0
"2006","S01001852","Pre 1991",0
"2007","S01001852","Pre 1991",0
"2008","S01001852","Pre 1991",0
"2009","S01001852","Pre 1991",0
"2010","S01001852","Pre 1991",0
"2011","S01001852","Pre 1991",0
"2012","S01001852","Pre 1991",0
"2013","S01001852","Pre 1991",0
"2013","S01001852","All",0
"2009","S01001852","All",0
"2004","S01001852","All",0
"2012","S01001852","All",0
"2005","S01001852","All",0
"2010","S01001852","All",0
"2006","S01001852","All",0
"2014","S01001852","All",0
"2007","S01001852","All",0
"2011","S01001852","All",0
"2008","S01001852","All",0
"2004","S01001853","Pre 1991",0
"2005","S01001853","Pre 1991",0
"2006","S01001853","Pre 1991",0
"2007","S01001853","Pre 1991",0
"2008","S01001853","Pre 1991",0
"2009","S01001853","Pre 1991",0
"2010","S01001853","Pre 1991",0
"2011","S01001853","Pre 1991",0
"2012","S01001853","Pre 1991",0
"2013","S01001853","Pre 1991",0
"2013","S01001853","All","80.2"
"2009","S01001853","All","80.6"
"2004","S01001853","All",0
"2012","S01001853","All","80.6"
"2005","S01001853","All",0
"2010","S01001853","All","80.6"
"2006","S01001853","All",0
"2014","S01001853","All","80.2"
"2007","S01001853","All",0
"2011","S01001853","All","80.6"
"2008","S01001853","All","80.6"
"2004","S01001854","Pre 1991",0
"2005","S01001854","Pre 1991",0
"2006","S01001854","Pre 1991",0
"2007","S01001854","Pre 1991",0
"2008","S01001854","Pre 1991",0
"2009","S01001854","Pre 1991",0
"2010","S01001854","Pre 1991",0
"2011","S01001854","Pre 1991",0
"2012","S01001854","Pre 1991","26.8"
"2013","S01001854","Pre 1991",0
"2013","S01001854","All",0
"2009","S01001854","All",0
"2004","S01001854","All",0
"2012","S01001854","All","26.8"
"2005","S01001854","All","9.8"
"2010","S01001854","All",0
"2006","S01001854","All","9.7"
"2014","S01001854","All",0
"2007","S01001854","All","9.2"
"2011","S01001854","All",0
"2008","S01001854","All","10.4"
"2004","S01001855","Pre 1991",0
"2005","S01001855","Pre 1991",0
"2006","S01001855","Pre 1991",0
"2007","S01001855","Pre 1991",0
"2008","S01001855","Pre 1991",0
"2009","S01001855","Pre 1991",0
"2010","S01001855","Pre 1991",0
"2011","S01001855","Pre 1991",0
"2012","S01001855","Pre 1991","0.3"
"2013","S01001855","Pre 1991",0
"2013","S01001855","All",0
"2009","S01001855","All",0
"2004","S01001855","All",0
"2012","S01001855","All","0.3"
"2005","S01001855","All",0
"2010","S01001855","All",0
"2006","S01001855","All",0
"2014","S01001855","All",0
"2007","S01001855","All",0
"2011","S01001855","All",0
"2008","S01001855","All",0
"2004","S01001856","Pre 1991",0
"2005","S01001856","Pre 1991",0
"2006","S01001856","Pre 1991",0
"2007","S01001856","Pre 1991",0
"2008","S01001856","Pre 1991",0
"2009","S01001856","Pre 1991",0
"2010","S01001856","Pre 1991",0
"2011","S01001856","Pre 1991",0
"2012","S01001856","Pre 1991",0
"2013","S01001856","Pre 1991",0
"2013","S01001856","All","59.3"
"2009","S01001856","All","46.3"
"2004","S01001856","All",0
"2012","S01001856","All","54.6"
"2005","S01001856","All",0
"2010","S01001856","All","54.6"
"2006","S01001856","All",0
"2014","S01001856","All","59.3"
"2007","S01001856","All",0
"2011","S01001856","All","54.6"
"2008","S01001856","All","46.3"
"2004","S01001857","Pre 1991",0
"2005","S01001857","Pre 1991",0
"2006","S01001857","Pre 1991",0
"2007","S01001857","Pre 1991",0
"2008","S01001857","Pre 1991",0
"2009","S01001857","Pre 1991",0
"2010","S01001857","Pre 1991",0
"2011","S01001857","Pre 1991",0
"2012","S01001857","Pre 1991",0
"2013","S01001857","Pre 1991",0
"2013","S01001857","All",0
"2009","S01001857","All",0
"2004","S01001857","All",0
"2012","S01001857","All",0
"2005","S01001857","All",0
"2010","S01001857","All",0
"2006","S01001857","All",0
"2014","S01001857","All",0
"2007","S01001857","All",0
"2011","S01001857","All",0
"2008","S01001857","All",0
"2004","S01001858","Pre 1991",0
"2005","S01001858","Pre 1991",0
"2006","S01001858","Pre 1991",0
"2007","S01001858","Pre 1991",0
"2008","S01001858","Pre 1991",0
"2009","S01001858","Pre 1991",0
"2010","S01001858","Pre 1991",0
"2011","S01001858","Pre 1991",0
"2012","S01001858","Pre 1991","9.7"
"2013","S01001858","Pre 1991",0
"2013","S01001858","All",0
"2009","S01001858","All",0
"2004","S01001858","All",0
"2012","S01001858","All","9.7"
"2005","S01001858","All",0
"2010","S01001858","All",0
"2006","S01001858","All",0
"2014","S01001858","All",0
"2007","S01001858","All",0
"2011","S01001858","All",0
"2008","S01001858","All",0
"2004","S01001859","Pre 1991",0
"2005","S01001859","Pre 1991",0
"2006","S01001859","Pre 1991",0
"2007","S01001859","Pre 1991",0
"2008","S01001859","Pre 1991",0
"2009","S01001859","Pre 1991",0
"2010","S01001859","Pre 1991",0
"2011","S01001859","Pre 1991",0
"2012","S01001859","Pre 1991",0
"2013","S01001859","Pre 1991",0
"2013","S01001859","All",0
"2009","S01001859","All",0
"2004","S01001859","All",0
"2012","S01001859","All",0
"2005","S01001859","All",0
"2010","S01001859","All",0
"2006","S01001859","All",0
"2014","S01001859","All",0
"2007","S01001859","All",0
"2011","S01001859","All",0
"2008","S01001859","All",0
"2004","S01001860","Pre 1991",0
"2005","S01001860","Pre 1991",0
"2006","S01001860","Pre 1991",0
"2007","S01001860","Pre 1991",0
"2008","S01001860","Pre 1991",0
"2009","S01001860","Pre 1991",0
"2010","S01001860","Pre 1991",0
"2011","S01001860","Pre 1991",0
"2012","S01001860","Pre 1991","23.9"
"2013","S01001860","Pre 1991",0
"2013","S01001860","All",0
"2009","S01001860","All","0.3"
"2004","S01001860","All",0
"2012","S01001860","All","24.1"
"2005","S01001860","All",0
"2010","S01001860","All","0.3"
"2006","S01001860","All",0
"2014","S01001860","All",0
"2007","S01001860","All",0
"2011","S01001860","All","0.3"
"2008","S01001860","All","0.3"
"2004","S01001861","Pre 1991",0
"2005","S01001861","Pre 1991",0
"2006","S01001861","Pre 1991",0
"2007","S01001861","Pre 1991",0
"2008","S01001861","Pre 1991",0
